candidate_id,source_type,block,metric,method,status,n_models,within_mean_distance,p_raw,q_fdr,feature_count,features,blind_ids,UNBLINDING_METADATA_models,UNBLINDING_METADATA_labs
C1239,knn_microcluster,freeflow_form,euclidean,KNN_k=4,support,4,0.303750995,0.00699300699,0.0135279086,5,D_expressive_rate|D_fiction_rate|D_generic_essay_rate|D_low_signal_rate|D_refusal_role_boundary_rate,M010;M035;M051;M059,gemini-2-5-flash-lite;gpt-5-3-codex;kimi-k2-6;opus-4-6,Google;OpenAI;Moonshot AI;Anthropic
C1240,knn_microcluster,freeflow_form,euclidean,KNN_k=5,support,5,0.520248377,0.00699300699,0.0135279086,5,D_expressive_rate|D_fiction_rate|D_generic_essay_rate|D_low_signal_rate|D_refusal_role_boundary_rate,M010;M038;M039;M050;M052,gemini-2-5-flash-lite;gpt-5-5-pro;gpt-5-codex;kimi-k2-5;kimi-k2-thinking,Google;OpenAI;OpenAI;Moonshot AI;Moonshot AI
C1241,knn_microcluster,freeflow_form,euclidean,KNN_k=7,support,7,0.6241809,0.00699300699,0.0135279086,5,D_expressive_rate|D_fiction_rate|D_generic_essay_rate|D_low_signal_rate|D_refusal_role_boundary_rate,M010;M038;M044;M050;M051;M052;M059,gemini-2-5-flash-lite;gpt-5-5-pro;grok-4-1-fast-reasoning;kimi-k2-5;kimi-k2-6;kimi-k2-thinking;opus-4-6,Google;OpenAI;xAI;Moonshot AI;Moonshot AI;Moonshot AI;Anthropic
C1242,knn_microcluster,freeflow_form,euclidean,KNN_k=5,support,5,0.400575157,0.00699300699,0.0135279086,5,D_expressive_rate|D_fiction_rate|D_generic_essay_rate|D_low_signal_rate|D_refusal_role_boundary_rate,M021;M037;M038;M039;M052,glm-4-5;gpt-5-5;gpt-5-5-pro;gpt-5-codex;kimi-k2-thinking,Z.ai;OpenAI;OpenAI;OpenAI;Moonshot AI
C1277,knn_microcluster,freeflow_form,euclidean,KNN_k=9,support,9,0.872887467,0.00799200799,0.0151145151,5,D_expressive_rate|D_fiction_rate|D_generic_essay_rate|D_low_signal_rate|D_refusal_role_boundary_rate,M003;M012;M021;M032;M033;M043;M071;M072;M081,deepseek-v3-2;gemini-3-1-flash-lite;glm-4-5;gpt-5-2;gpt-5-2-codex;grok-4-1-fast-non-reasoning;qwen3-5-flash-02-23;qwen3-5-plus-20260420;sonnet-4-0,DeepSeek;Google;Z.ai;OpenAI;OpenAI;xAI;Qwen;Qwen;Anthropic
C1278,knn_microcluster,freeflow_form,euclidean,KNN_k=5,support,5,0.485001716,0.00799200799,0.0151145151,5,D_expressive_rate|D_fiction_rate|D_generic_essay_rate|D_low_signal_rate|D_refusal_role_boundary_rate,M010;M035;M049;M051;M059,gemini-2-5-flash-lite;gpt-5-3-codex;kimi-k2-0905;kimi-k2-6;opus-4-6,Google;OpenAI;Moonshot AI;Moonshot AI;Anthropic
C1279,knn_microcluster,freeflow_form,euclidean,KNN_k=7,support,7,0.563350944,0.00799200799,0.0151145151,5,D_expressive_rate|D_fiction_rate|D_generic_essay_rate|D_low_signal_rate|D_refusal_role_boundary_rate,M021;M032;M033;M036;M037;M043;M052,glm-4-5;gpt-5-2;gpt-5-2-codex;gpt-5-4;gpt-5-5;grok-4-1-fast-non-reasoning;kimi-k2-thinking,Z.ai;OpenAI;OpenAI;OpenAI;OpenAI;xAI;Moonshot AI
C1280,knn_microcluster,freeflow_form,euclidean,KNN_k=4,support,4,0.314170255,0.00799200799,0.0151145151,5,D_expressive_rate|D_fiction_rate|D_generic_essay_rate|D_low_signal_rate|D_refusal_role_boundary_rate,M074;M077;M078;M081,qwen3-6-max-preview;qwen3-coder-flash;qwen3-coder-plus;sonnet-4-0,Qwen;Qwen;Qwen;Anthropic
C1303,knn_microcluster,freeflow_form,euclidean,KNN_k=6,support,6,0.546330779,0.00899100899,0.016694669,5,D_expressive_rate|D_fiction_rate|D_generic_essay_rate|D_low_signal_rate|D_refusal_role_boundary_rate,M035;M045;M051;M058;M060;M083,gpt-5-3-codex;grok-4-2;kimi-k2-6;opus-4-5;opus-4-7;sonnet-4-6,OpenAI;xAI;Moonshot AI;Anthropic;Anthropic;Anthropic
C1304,knn_microcluster,freeflow_form,euclidean,KNN_k=5,support,5,0.442265376,0.00899100899,0.016694669,5,D_expressive_rate|D_fiction_rate|D_generic_essay_rate|D_low_signal_rate|D_refusal_role_boundary_rate,M036;M037;M039;M050;M083,gpt-5-4;gpt-5-5;gpt-5-codex;kimi-k2-5;sonnet-4-6,OpenAI;OpenAI;OpenAI;Moonshot AI;Anthropic
C1323,knn_microcluster,freeflow_form,euclidean,KNN_k=6,support,6,0.651038674,0.00999000999,0.018272772,5,D_expressive_rate|D_fiction_rate|D_generic_essay_rate|D_low_signal_rate|D_refusal_role_boundary_rate,M016;M053;M056;M057;M081;M082,gemini-3-flash-preview;minimax-m2;opus-4-0;opus-4-1;sonnet-4-0;sonnet-4-5,Google;MiniMax;Anthropic;Anthropic;Anthropic;Anthropic
C1324,knn_microcluster,freeflow_form,euclidean,KNN_k=4,support,4,0.337818954,0.00999000999,0.018272772,5,D_expressive_rate|D_fiction_rate|D_generic_essay_rate|D_low_signal_rate|D_refusal_role_boundary_rate,M021;M033;M037;M052,glm-4-5;gpt-5-2-codex;gpt-5-5;kimi-k2-thinking,Z.ai;OpenAI;OpenAI;Moonshot AI
C1341,knn_microcluster,freeflow_form,euclidean,KNN_k=5,support_watch,5,0.675722697,0.010989011,0.0197319164,5,D_expressive_rate|D_fiction_rate|D_generic_essay_rate|D_low_signal_rate|D_refusal_role_boundary_rate,M002;M016;M056;M057;M082,deepseek-chat;gemini-3-flash-preview;opus-4-0;opus-4-1;sonnet-4-5,DeepSeek;Google;Anthropic;Anthropic;Anthropic
C1342,knn_microcluster,freeflow_form,euclidean,KNN_k=6,support_watch,6,0.529441802,0.010989011,0.0197319164,5,D_expressive_rate|D_fiction_rate|D_generic_essay_rate|D_low_signal_rate|D_refusal_role_boundary_rate,M010;M038;M044;M050;M051;M059,gemini-2-5-flash-lite;gpt-5-5-pro;grok-4-1-fast-reasoning;kimi-k2-5;kimi-k2-6;opus-4-6,Google;OpenAI;xAI;Moonshot AI;Moonshot AI;Anthropic
C1343,knn_microcluster,freeflow_form,euclidean,KNN_k=4,support_watch,4,0.425518213,0.010989011,0.0197319164,5,D_expressive_rate|D_fiction_rate|D_generic_essay_rate|D_low_signal_rate|D_refusal_role_boundary_rate,M016;M056;M057;M082,gemini-3-flash-preview;opus-4-0;opus-4-1;sonnet-4-5,Google;Anthropic;Anthropic;Anthropic
C1366,knn_microcluster,freeflow_form,euclidean,KNN_k=7,support_watch,7,0.856174229,0.011988012,0.0212609388,5,D_expressive_rate|D_fiction_rate|D_generic_essay_rate|D_low_signal_rate|D_refusal_role_boundary_rate,M003;M012;M021;M032;M033;M043;M081,deepseek-v3-2;gemini-3-1-flash-lite;glm-4-5;gpt-5-2;gpt-5-2-codex;grok-4-1-fast-non-reasoning;sonnet-4-0,DeepSeek;Google;Z.ai;OpenAI;OpenAI;xAI;Anthropic
C1367,knn_microcluster,freeflow_form,euclidean,KNN_k=6,support_watch,6,0.772030235,0.011988012,0.0212609388,5,D_expressive_rate|D_fiction_rate|D_generic_essay_rate|D_low_signal_rate|D_refusal_role_boundary_rate,M011;M016;M053;M056;M057;M082,gemini-2-5-pro;gemini-3-flash-preview;minimax-m2;opus-4-0;opus-4-1;sonnet-4-5,Google;Google;MiniMax;Anthropic;Anthropic;Anthropic
C1368,knn_microcluster,freeflow_form,euclidean,KNN_k=4,support_watch,4,0.322896986,0.011988012,0.0212609388,5,D_expressive_rate|D_fiction_rate|D_generic_essay_rate|D_low_signal_rate|D_refusal_role_boundary_rate,M021;M033;M037;M043,glm-4-5;gpt-5-2-codex;gpt-5-5;grok-4-1-fast-non-reasoning,Z.ai;OpenAI;OpenAI;xAI
C1369,knn_microcluster,freeflow_form,euclidean,KNN_k=4,support_watch,4,0.42873071,0.011988012,0.0212609388,5,D_expressive_rate|D_fiction_rate|D_generic_essay_rate|D_low_signal_rate|D_refusal_role_boundary_rate,M035;M045;M058;M083,gpt-5-3-codex;grok-4-2;opus-4-5;sonnet-4-6,OpenAI;xAI;Anthropic;Anthropic
C1370,knn_microcluster,freeflow_form,euclidean,KNN_k=4,support_watch,4,0.405232112,0.011988012,0.0212609388,5,D_expressive_rate|D_fiction_rate|D_generic_essay_rate|D_low_signal_rate|D_refusal_role_boundary_rate,M036;M037;M039;M083,gpt-5-4;gpt-5-5;gpt-5-codex;sonnet-4-6,OpenAI;OpenAI;OpenAI;Anthropic
C1383,knn_microcluster,freeflow_form,euclidean,KNN_k=6,support_watch,6,0.706295115,0.012987013,0.0227365492,5,D_expressive_rate|D_fiction_rate|D_generic_essay_rate|D_low_signal_rate|D_refusal_role_boundary_rate,M002;M016;M053;M056;M057;M082,deepseek-chat;gemini-3-flash-preview;minimax-m2;opus-4-0;opus-4-1;sonnet-4-5,DeepSeek;Google;MiniMax;Anthropic;Anthropic;Anthropic
C1384,knn_microcluster,freeflow_form,euclidean,KNN_k=7,support_watch,7,0.775052043,0.012987013,0.0227365492,5,D_expressive_rate|D_fiction_rate|D_generic_essay_rate|D_low_signal_rate|D_refusal_role_boundary_rate,M003;M012;M021;M032;M033;M037;M043,deepseek-v3-2;gemini-3-1-flash-lite;glm-4-5;gpt-5-2;gpt-5-2-codex;gpt-5-5;grok-4-1-fast-non-reasoning,DeepSeek;Google;Z.ai;OpenAI;OpenAI;OpenAI;xAI
C1385,knn_microcluster,freeflow_form,euclidean,KNN_k=4,support_watch,4,0.342285287,0.012987013,0.0227365492,5,D_expressive_rate|D_fiction_rate|D_generic_essay_rate|D_low_signal_rate|D_refusal_role_boundary_rate,M021;M036;M037;M039,glm-4-5;gpt-5-4;gpt-5-5;gpt-5-codex,Z.ai;OpenAI;OpenAI;OpenAI
C1386,knn_microcluster,freeflow_form,euclidean,KNN_k=4,support_watch,4,0.441514271,0.012987013,0.0227365492,5,D_expressive_rate|D_fiction_rate|D_generic_essay_rate|D_low_signal_rate|D_refusal_role_boundary_rate,M039;M050;M058;M083,gpt-5-codex;kimi-k2-5;opus-4-5;sonnet-4-6,OpenAI;Moonshot AI;Anthropic;Anthropic
C1401,knn_microcluster,freeflow_form,euclidean,KNN_k=5,support_watch,5,0.50919597,0.013986014,0.024174697,5,D_expressive_rate|D_fiction_rate|D_generic_essay_rate|D_low_signal_rate|D_refusal_role_boundary_rate,M016;M053;M056;M057;M082,gemini-3-flash-preview;minimax-m2;opus-4-0;opus-4-1;sonnet-4-5,Google;MiniMax;Anthropic;Anthropic;Anthropic
C1402,density_optics,freeflow_form,euclidean,OPTICS_xi=0.12,watchlist,3,0.350768443,0.013986014,0.024174697,5,D_expressive_rate|D_fiction_rate|D_generic_essay_rate|D_low_signal_rate|D_refusal_role_boundary_rate,M016;M053;M057,gemini-3-flash-preview;minimax-m2;opus-4-1,Google;MiniMax;Anthropic
C1403,knn_microcluster,freeflow_form,euclidean,KNN_k=5,support_watch,5,0.532324507,0.013986014,0.024174697,5,D_expressive_rate|D_fiction_rate|D_generic_essay_rate|D_low_signal_rate|D_refusal_role_boundary_rate,M035;M045;M058;M060;M083,gpt-5-3-codex;grok-4-2;opus-4-5;opus-4-7;sonnet-4-6,OpenAI;xAI;Anthropic;Anthropic;Anthropic
C1419,knn_microcluster,freeflow_form,euclidean,KNN_k=6,support_watch,6,0.762307744,0.014985015,0.0256303362,5,D_expressive_rate|D_fiction_rate|D_generic_essay_rate|D_low_signal_rate|D_refusal_role_boundary_rate,M003;M012;M021;M032;M033;M043,deepseek-v3-2;gemini-3-1-flash-lite;glm-4-5;gpt-5-2;gpt-5-2-codex;grok-4-1-fast-non-reasoning,DeepSeek;Google;Z.ai;OpenAI;OpenAI;xAI
C1420,knn_microcluster,freeflow_form,euclidean,KNN_k=4,support_watch,4,0.469550949,0.014985015,0.0256303362,5,D_expressive_rate|D_fiction_rate|D_generic_essay_rate|D_low_signal_rate|D_refusal_role_boundary_rate,M038;M039;M050;M052,gpt-5-5-pro;gpt-5-codex;kimi-k2-5;kimi-k2-thinking,OpenAI;OpenAI;Moonshot AI;Moonshot AI
C1434,knn_microcluster,freeflow_form,euclidean,KNN_k=8,support_watch,8,0.951514085,0.015984016,0.0269627138,5,D_expressive_rate|D_fiction_rate|D_generic_essay_rate|D_low_signal_rate|D_refusal_role_boundary_rate,M002;M011;M016;M053;M056;M057;M081;M082,deepseek-chat;gemini-2-5-pro;gemini-3-flash-preview;minimax-m2;opus-4-0;opus-4-1;sonnet-4-0;sonnet-4-5,DeepSeek;Google;Google;MiniMax;Anthropic;Anthropic;Anthropic;Anthropic
C1435,knn_microcluster,freeflow_form,euclidean,KNN_k=3,support_watch,3,0.321231239,0.015984016,0.0269627138,5,D_expressive_rate|D_fiction_rate|D_generic_essay_rate|D_low_signal_rate|D_refusal_role_boundary_rate,M021;M033;M037,glm-4-5;gpt-5-2-codex;gpt-5-5,Z.ai;OpenAI;OpenAI
C1454,knn_microcluster,freeflow_form,euclidean,KNN_k=9,support_watch,9,1.07649794,0.016983017,0.0283551598,5,D_expressive_rate|D_fiction_rate|D_generic_essay_rate|D_low_signal_rate|D_refusal_role_boundary_rate,M003;M004;M010;M035;M038;M039;M049;M050;M051,deepseek-v3-2;deepseek-v4-pro;gemini-2-5-flash-lite;gpt-5-3-codex;gpt-5-5-pro;gpt-5-codex;kimi-k2-0905;kimi-k2-5;kimi-k2-6,DeepSeek;DeepSeek;Google;OpenAI;OpenAI;OpenAI;Moonshot AI;Moonshot AI;Moonshot AI
C1455,knn_microcluster,freeflow_form,euclidean,KNN_k=10,support_watch,10,1.09811949,0.016983017,0.0283551598,5,D_expressive_rate|D_fiction_rate|D_generic_essay_rate|D_low_signal_rate|D_refusal_role_boundary_rate,M009;M012;M016;M032;M040;M053;M056;M057;M081;M082,gemini-2-5-flash;gemini-3-1-flash-lite;gemini-3-flash-preview;gpt-5-2;grok-3;minimax-m2;opus-4-0;opus-4-1;sonnet-4-0;sonnet-4-5,Google;Google;Google;OpenAI;xAI;MiniMax;Anthropic;Anthropic;Anthropic;Anthropic
C1456,knn_microcluster,freeflow_form,euclidean,KNN_k=6,support_watch,6,0.721786163,0.016983017,0.0283551598,5,D_expressive_rate|D_fiction_rate|D_generic_essay_rate|D_low_signal_rate|D_refusal_role_boundary_rate,M009;M016;M053;M056;M057;M082,gemini-2-5-flash;gemini-3-flash-preview;minimax-m2;opus-4-0;opus-4-1;sonnet-4-5,Google;Google;MiniMax;Anthropic;Anthropic;Anthropic
C1457,density_optics,freeflow_form,euclidean,OPTICS_xi=0.03,watchlist,3,0.226161871,0.016983017,0.0283551598,5,D_expressive_rate|D_fiction_rate|D_generic_essay_rate|D_low_signal_rate|D_refusal_role_boundary_rate,M021;M037;M052,glm-4-5;gpt-5-5;kimi-k2-thinking,Z.ai;OpenAI;Moonshot AI
C1469,knn_microcluster,freeflow_form,euclidean,KNN_k=10,support_watch,10,1.06515014,0.017982018,0.029619574,5,D_expressive_rate|D_fiction_rate|D_generic_essay_rate|D_low_signal_rate|D_refusal_role_boundary_rate,M002;M009;M012;M016;M032;M053;M056;M057;M081;M082,deepseek-chat;gemini-2-5-flash;gemini-3-1-flash-lite;gemini-3-flash-preview;gpt-5-2;minimax-m2;opus-4-0;opus-4-1;sonnet-4-0;sonnet-4-5,DeepSeek;Google;Google;Google;OpenAI;MiniMax;Anthropic;Anthropic;Anthropic;Anthropic
C1470,knn_microcluster,freeflow_form,euclidean,KNN_k=9,support_watch,9,1.01303582,0.017982018,0.029619574,5,D_expressive_rate|D_fiction_rate|D_generic_essay_rate|D_low_signal_rate|D_refusal_role_boundary_rate,M002;M009;M012;M016;M053;M056;M057;M081;M082,deepseek-chat;gemini-2-5-flash;gemini-3-1-flash-lite;gemini-3-flash-preview;minimax-m2;opus-4-0;opus-4-1;sonnet-4-0;sonnet-4-5,DeepSeek;Google;Google;Google;MiniMax;Anthropic;Anthropic;Anthropic;Anthropic
C1471,knn_microcluster,freeflow_form,euclidean,KNN_k=10,support_watch,10,1.02395371,0.017982018,0.029619574,5,D_expressive_rate|D_fiction_rate|D_generic_essay_rate|D_low_signal_rate|D_refusal_role_boundary_rate,M003;M004;M010;M035;M038;M039;M049;M050;M051;M083,deepseek-v3-2;deepseek-v4-pro;gemini-2-5-flash-lite;gpt-5-3-codex;gpt-5-5-pro;gpt-5-codex;kimi-k2-0905;kimi-k2-5;kimi-k2-6;sonnet-4-6,DeepSeek;DeepSeek;Google;OpenAI;OpenAI;OpenAI;Moonshot AI;Moonshot AI;Moonshot AI;Anthropic
C1472,knn_microcluster,freeflow_form,euclidean,KNN_k=8,support_watch,8,0.903699457,0.017982018,0.029619574,5,D_expressive_rate|D_fiction_rate|D_generic_essay_rate|D_low_signal_rate|D_refusal_role_boundary_rate,M009;M012;M016;M053;M056;M057;M081;M082,gemini-2-5-flash;gemini-3-1-flash-lite;gemini-3-flash-preview;minimax-m2;opus-4-0;opus-4-1;sonnet-4-0;sonnet-4-5,Google;Google;Google;MiniMax;Anthropic;Anthropic;Anthropic;Anthropic
C1473,knn_microcluster,freeflow_form,euclidean,KNN_k=3,support_watch,3,0.253577196,0.017982018,0.029619574,5,D_expressive_rate|D_fiction_rate|D_generic_essay_rate|D_low_signal_rate|D_refusal_role_boundary_rate,M021;M033;M043,glm-4-5;gpt-5-2-codex;grok-4-1-fast-non-reasoning,Z.ai;OpenAI;xAI
C1474,knn_microcluster,freeflow_form,euclidean,KNN_k=3,support_watch,3,0.220575938,0.017982018,0.029619574,5,D_expressive_rate|D_fiction_rate|D_generic_essay_rate|D_low_signal_rate|D_refusal_role_boundary_rate,M035;M050;M051,gpt-5-3-codex;kimi-k2-5;kimi-k2-6,OpenAI;Moonshot AI;Moonshot AI
C1489,knn_microcluster,freeflow_form,euclidean,KNN_k=8,support_watch,8,0.882207279,0.018981019,0.0310356755,5,D_expressive_rate|D_fiction_rate|D_generic_essay_rate|D_low_signal_rate|D_refusal_role_boundary_rate,M003;M012;M021;M032;M033;M043;M071;M081,deepseek-v3-2;gemini-3-1-flash-lite;glm-4-5;gpt-5-2;gpt-5-2-codex;grok-4-1-fast-non-reasoning;qwen3-5-flash-02-23;sonnet-4-0,DeepSeek;Google;Z.ai;OpenAI;OpenAI;xAI;Qwen;Anthropic
C1490,knn_microcluster,freeflow_form,euclidean,KNN_k=4,support_watch,4,0.48058722,0.018981019,0.0310356755,5,D_expressive_rate|D_fiction_rate|D_generic_essay_rate|D_low_signal_rate|D_refusal_role_boundary_rate,M016;M053;M057;M082,gemini-3-flash-preview;minimax-m2;opus-4-1;sonnet-4-5,Google;MiniMax;Anthropic;Anthropic
C1500,knn_microcluster,freeflow_form,euclidean,KNN_k=10,support_watch,10,1.11991754,0.01998002,0.032431145,5,D_expressive_rate|D_fiction_rate|D_generic_essay_rate|D_low_signal_rate|D_refusal_role_boundary_rate,M003;M009;M012;M016;M032;M033;M043;M053;M057;M081,deepseek-v3-2;gemini-2-5-flash;gemini-3-1-flash-lite;gemini-3-flash-preview;gpt-5-2;gpt-5-2-codex;grok-4-1-fast-non-reasoning;minimax-m2;opus-4-1;sonnet-4-0,DeepSeek;Google;Google;Google;OpenAI;OpenAI;xAI;MiniMax;Anthropic;Anthropic
C1501,knn_microcluster,freeflow_form,euclidean,KNN_k=4,support_watch,4,0.516832928,0.01998002,0.032431145,5,D_expressive_rate|D_fiction_rate|D_generic_essay_rate|D_low_signal_rate|D_refusal_role_boundary_rate,M010;M038;M044;M051,gemini-2-5-flash-lite;gpt-5-5-pro;grok-4-1-fast-reasoning;kimi-k2-6,Google;OpenAI;xAI;Moonshot AI
C1502,density_optics,freeflow_form,euclidean,OPTICS_xi=0.03,watchlist,3,0.350768443,0.01998002,0.032431145,5,D_expressive_rate|D_fiction_rate|D_generic_essay_rate|D_low_signal_rate|D_refusal_role_boundary_rate,M016;M053;M057,gemini-3-flash-preview;minimax-m2;opus-4-1,Google;MiniMax;Anthropic
C1503,knn_microcluster,freeflow_form,euclidean,KNN_k=3,support_watch,3,0,0.01998002,0.032431145,5,D_expressive_rate|D_fiction_rate|D_generic_essay_rate|D_low_signal_rate|D_refusal_role_boundary_rate,M076;M077;M080,qwen3-7-max;qwen3-coder-flash;qwen3-max-thinking,Qwen;Qwen;Qwen
C1521,knn_microcluster,freeflow_form,euclidean,KNN_k=7,support_watch,7,0.883958042,0.021978022,0.035002035,5,D_expressive_rate|D_fiction_rate|D_generic_essay_rate|D_low_signal_rate|D_refusal_role_boundary_rate,M002;M011;M016;M053;M056;M057;M082,deepseek-chat;gemini-2-5-pro;gemini-3-flash-preview;minimax-m2;opus-4-0;opus-4-1;sonnet-4-5,DeepSeek;Google;Google;MiniMax;Anthropic;Anthropic;Anthropic
C1522,knn_microcluster,freeflow_form,euclidean,KNN_k=3,support_watch,3,0.190227217,0.021978022,0.035002035,5,D_expressive_rate|D_fiction_rate|D_generic_essay_rate|D_low_signal_rate|D_refusal_role_boundary_rate,M010;M035;M051,gemini-2-5-flash-lite;gpt-5-3-codex;kimi-k2-6,Google;OpenAI;Moonshot AI
C1523,knn_microcluster,freeflow_form,euclidean,KNN_k=3,support_watch,3,0.310828237,0.021978022,0.035002035,5,D_expressive_rate|D_fiction_rate|D_generic_essay_rate|D_low_signal_rate|D_refusal_role_boundary_rate,M010;M051;M059,gemini-2-5-flash-lite;kimi-k2-6;opus-4-6,Google;Moonshot AI;Anthropic
C1524,density_optics,freeflow_form,euclidean,OPTICS_xi=0.08,watchlist,3,0.350768443,0.021978022,0.035002035,5,D_expressive_rate|D_fiction_rate|D_generic_essay_rate|D_low_signal_rate|D_refusal_role_boundary_rate,M016;M053;M057,gemini-3-flash-preview;minimax-m2;opus-4-1,Google;MiniMax;Anthropic
C1525,knn_microcluster,freeflow_form,euclidean,KNN_k=3,support_watch,3,0.350768443,0.021978022,0.035002035,5,D_expressive_rate|D_fiction_rate|D_generic_essay_rate|D_low_signal_rate|D_refusal_role_boundary_rate,M016;M053;M057,gemini-3-flash-preview;minimax-m2;opus-4-1,Google;MiniMax;Anthropic
C1526,density_optics,freeflow_form,euclidean,OPTICS_xi=0.05,watchlist,3,0.226161871,0.021978022,0.035002035,5,D_expressive_rate|D_fiction_rate|D_generic_essay_rate|D_low_signal_rate|D_refusal_role_boundary_rate,M021;M037;M052,glm-4-5;gpt-5-5;kimi-k2-thinking,Z.ai;OpenAI;Moonshot AI
C1540,knn_microcluster,freeflow_form,euclidean,KNN_k=9,support_watch,9,1.05264135,0.022977023,0.0363568001,5,D_expressive_rate|D_fiction_rate|D_generic_essay_rate|D_low_signal_rate|D_refusal_role_boundary_rate,M002;M009;M011;M016;M053;M056;M057;M081;M082,deepseek-chat;gemini-2-5-flash;gemini-2-5-pro;gemini-3-flash-preview;minimax-m2;opus-4-0;opus-4-1;sonnet-4-0;sonnet-4-5,DeepSeek;Google;Google;Google;MiniMax;Anthropic;Anthropic;Anthropic;Anthropic
C1541,knn_microcluster,freeflow_form,euclidean,KNN_k=7,support_watch,7,0.809838879,0.022977023,0.0363568001,5,D_expressive_rate|D_fiction_rate|D_generic_essay_rate|D_low_signal_rate|D_refusal_role_boundary_rate,M009;M016;M053;M056;M057;M081;M082,gemini-2-5-flash;gemini-3-flash-preview;minimax-m2;opus-4-0;opus-4-1;sonnet-4-0;sonnet-4-5,Google;Google;MiniMax;Anthropic;Anthropic;Anthropic;Anthropic
C1542,knn_microcluster,freeflow_form,euclidean,KNN_k=4,support_watch,4,0.53023141,0.022977023,0.0363568001,5,D_expressive_rate|D_fiction_rate|D_generic_essay_rate|D_low_signal_rate|D_refusal_role_boundary_rate,M035;M045;M058;M060,gpt-5-3-codex;grok-4-2;opus-4-5;opus-4-7,OpenAI;xAI;Anthropic;Anthropic
C1550,knn_microcluster,freeflow_form,euclidean,KNN_k=9,support_watch,9,1.12035657,0.023976024,0.0375736795,5,D_expressive_rate|D_fiction_rate|D_generic_essay_rate|D_low_signal_rate|D_refusal_role_boundary_rate,M003;M009;M012;M016;M032;M033;M043;M057;M081,deepseek-v3-2;gemini-2-5-flash;gemini-3-1-flash-lite;gemini-3-flash-preview;gpt-5-2;gpt-5-2-codex;grok-4-1-fast-non-reasoning;opus-4-1;sonnet-4-0,DeepSeek;Google;Google;Google;OpenAI;OpenAI;xAI;Anthropic;Anthropic
C1551,knn_microcluster,freeflow_form,euclidean,KNN_k=4,support_watch,4,0.549189089,0.023976024,0.0375736795,5,D_expressive_rate|D_fiction_rate|D_generic_essay_rate|D_low_signal_rate|D_refusal_role_boundary_rate,M010;M035;M049;M059,gemini-2-5-flash-lite;gpt-5-3-codex;kimi-k2-0905;opus-4-6,Google;OpenAI;Moonshot AI;Anthropic
C1552,knn_microcluster,freeflow_form,euclidean,KNN_k=4,support_watch,4,0.654566319,0.023976024,0.0375736795,5,D_expressive_rate|D_fiction_rate|D_generic_essay_rate|D_low_signal_rate|D_refusal_role_boundary_rate,M012;M032;M033;M043,gemini-3-1-flash-lite;gpt-5-2;gpt-5-2-codex;grok-4-1-fast-non-reasoning,Google;OpenAI;OpenAI;xAI
C1553,density_optics,freeflow_form,euclidean,OPTICS_xi=0.05,watchlist,3,0.350768443,0.023976024,0.0375736795,5,D_expressive_rate|D_fiction_rate|D_generic_essay_rate|D_low_signal_rate|D_refusal_role_boundary_rate,M016;M053;M057,gemini-3-flash-preview;minimax-m2;opus-4-1,Google;MiniMax;Anthropic
C1554,density_dbscan,freeflow_form,euclidean,DBSCAN_q=0.05,watchlist,3,0.500118913,0.023976024,0.0375736795,5,D_expressive_rate|D_fiction_rate|D_generic_essay_rate|D_low_signal_rate|D_refusal_role_boundary_rate,M022;M024;M029,glm-4-6;glm-4-7;gpt-5,Z.ai;Z.ai;OpenAI
C1555,knn_microcluster,freeflow_form,euclidean,KNN_k=3,support_watch,3,0.418893673,0.023976024,0.0375736795,5,D_expressive_rate|D_fiction_rate|D_generic_essay_rate|D_low_signal_rate|D_refusal_role_boundary_rate,M074;M077;M081,qwen3-6-max-preview;qwen3-coder-flash;sonnet-4-0,Qwen;Qwen;Anthropic
C1565,knn_microcluster,freeflow_form,euclidean,KNN_k=10,support_watch,10,1.16051628,0.024975025,0.0388166051,5,D_expressive_rate|D_fiction_rate|D_generic_essay_rate|D_low_signal_rate|D_refusal_role_boundary_rate,M002;M009;M011;M016;M047;M053;M056;M057;M081;M082,deepseek-chat;gemini-2-5-flash;gemini-2-5-pro;gemini-3-flash-preview;kimi-coding;minimax-m2;opus-4-0;opus-4-1;sonnet-4-0;sonnet-4-5,DeepSeek;Google;Google;Google;Moonshot AI;MiniMax;Anthropic;Anthropic;Anthropic;Anthropic
C1566,knn_microcluster,freeflow_form,euclidean,KNN_k=10,support_watch,10,1.16051628,0.024975025,0.0388166051,5,D_expressive_rate|D_fiction_rate|D_generic_essay_rate|D_low_signal_rate|D_refusal_role_boundary_rate,M002;M009;M011;M016;M053;M056;M057;M079;M081;M082,deepseek-chat;gemini-2-5-flash;gemini-2-5-pro;gemini-3-flash-preview;minimax-m2;opus-4-0;opus-4-1;qwen3-max;sonnet-4-0;sonnet-4-5,DeepSeek;Google;Google;Google;MiniMax;Anthropic;Anthropic;Qwen;Anthropic;Anthropic
